dni,ghi,period_end,period
0,0,2024-01-03T20:00:00+00:00,PT15M
0,0,2024-01-03T20:15:00+00:00,PT15M
0,0,2024-01-03T20:30:00+00:00,PT15M
0,0,2024-01-03T20:45:00+00:00,PT15M
0,0,2024-01-03T21:00:00+00:00,PT15M
0,0,2024-01-03T21:15:00+00:00,PT15M
0,0,2024-01-03T21:30:00+00:00,PT15M
0,0,2024-01-03T21:45:00+00:00,PT15M
0,0,2024-01-03T22:00:00+00:00,PT15M
0,0,2024-01-03T22:15:00+00:00,PT15M
0,0,2024-01-03T22:30:00+00:00,PT15M
0,0,2024-01-03T22:45:00+00:00,PT15M
0,0,2024-01-03T23:00:00+00:00,PT15M
0,0,2024-01-03T23:15:00+00:00,PT15M
0,0,2024-01-03T23:30:00+00:00,PT15M
0,0,2024-01-03T23:45:00+00:00,PT15M
0,0,2024-01-04T00:00:00+00:00,PT15M
0,0,2024-01-04T00:15:00+00:00,PT15M
0,0,2024-01-04T00:30:00+00:00,PT15M
0,0,2024-01-04T00:45:00+00:00,PT15M
0,0,2024-01-04T01:00:00+00:00,PT15M
0,0,2024-01-04T01:15:00+00:00,PT15M
0,0,2024-01-04T01:30:00+00:00,PT15M
0,0,2024-01-04T01:45:00+00:00,PT15M
0,0,2024-01-04T02:00:00+00:00,PT15M
0,0,2024-01-04T02:15:00+00:00,PT15M
0,0,2024-01-04T02:30:00+00:00,PT15M
0,0,2024-01-04T02:45:00+00:00,PT15M
0,0,2024-01-04T03:00:00+00:00,PT15M
0,0,2024-01-04T03:15:00+00:00,PT15M
0,0,2024-01-04T03:30:00+00:00,PT15M
0,0,2024-01-04T03:45:00+00:00,PT15M
0,0,2024-01-04T04:00:00+00:00,PT15M
0,0,2024-01-04T04:15:00+00:00,PT15M
0,0,2024-01-04T04:30:00+00:00,PT15M
0,0,2024-01-04T04:45:00+00:00,PT15M
0,0,2024-01-04T05:00:00+00:00,PT15M
0,0,2024-01-04T05:15:00+00:00,PT15M
0,0,2024-01-04T05:30:00+00:00,PT15M
0,0,2024-01-04T05:45:00+00:00,PT15M
0,0,2024-01-04T06:00:00+00:00,PT15M
0,0,2024-01-04T06:15:00+00:00,PT15M
0,0,2024-01-04T06:30:00+00:00,PT15M
0,0,2024-01-04T06:45:00+00:00,PT15M
0,4,2024-01-04T07:00:00+00:00,PT15M
0,17,2024-01-04T07:15:00+00:00,PT15M
9,48,2024-01-04T07:30:00+00:00,PT15M
58,73,2024-01-04T07:45:00+00:00,PT15M
164,112,2024-01-04T08:00:00+00:00,PT15M
17,103,2024-01-04T08:15:00+00:00,PT15M
238,159,2024-01-04T08:30:00+00:00,PT15M
414,214,2024-01-04T08:45:00+00:00,PT15M
192,207,2024-01-04T09:00:00+00:00,PT15M
247,235,2024-01-04T09:15:00+00:00,PT15M
582,306,2024-01-04T09:30:00+00:00,PT15M
743,349,2024-01-04T09:45:00+00:00,PT15M
803,375,2024-01-04T10:00:00+00:00,PT15M
818,393,2024-01-04T10:15:00+00:00,PT15M
830,407,2024-01-04T10:30:00+00:00,PT15M
839,418,2024-01-04T10:45:00+00:00,PT15M
844,425,2024-01-04T11:00:00+00:00,PT15M
846,429,2024-01-04T11:15:00+00:00,PT15M
846,429,2024-01-04T11:30:00+00:00,PT15M
843,425,2024-01-04T11:45:00+00:00,PT15M
835,417,2024-01-04T12:00:00+00:00,PT15M
825,406,2024-01-04T12:15:00+00:00,PT15M
812,392,2024-01-04T12:30:00+00:00,PT15M
799,374,2024-01-04T12:45:00+00:00,PT15M
784,353,2024-01-04T13:00:00+00:00,PT15M
767,330,2024-01-04T13:15:00+00:00,PT15M
746,304,2024-01-04T13:30:00+00:00,PT15M
720,275,2024-01-04T13:45:00+00:00,PT15M
690,244,2024-01-04T14:00:00+00:00,PT15M
652,211,2024-01-04T14:15:00+00:00,PT15M
606,176,2024-01-04T14:30:00+00:00,PT15M
547,141,2024-01-04T14:45:00+00:00,PT15M
469,105,2024-01-04T15:00:00+00:00,PT15M
369,70,2024-01-04T15:15:00+00:00,PT15M
178,37,2024-01-04T15:30:00+00:00,PT15M
28,11,2024-01-04T15:45:00+00:00,PT15M
0,0,2024-01-04T16:00:00+00:00,PT15M
0,0,2024-01-04T16:15:00+00:00,PT15M
0,0,2024-01-04T16:30:00+00:00,PT15M
0,0,2024-01-04T16:45:00+00:00,PT15M
0,0,2024-01-04T17:00:00+00:00,PT15M
0,0,2024-01-04T17:15:00+00:00,PT15M
0,0,2024-01-04T17:30:00+00:00,PT15M
0,0,2024-01-04T17:45:00+00:00,PT15M
0,0,2024-01-04T18:00:00+00:00,PT15M
0,0,2024-01-04T18:15:00+00:00,PT15M
0,0,2024-01-04T18:30:00+00:00,PT15M
0,0,2024-01-04T18:45:00+00:00,PT15M
0,0,2024-01-04T19:00:00+00:00,PT15M
0,0,2024-01-04T19:15:00+00:00,PT15M
0,0,2024-01-04T19:30:00+00:00,PT15M
0,0,2024-01-04T19:45:00+00:00,PT15M
0,0,2024-01-04T20:00:00+00:00,PT15M
0,0,2024-01-04T20:15:00+00:00,PT15M
0,0,2024-01-04T20:30:00+00:00,PT15M
0,0,2024-01-04T20:45:00+00:00,PT15M
0,0,2024-01-04T21:00:00+00:00,PT15M
0,0,2024-01-04T21:15:00+00:00,PT15M
0,0,2024-01-04T21:30:00+00:00,PT15M
0,0,2024-01-04T21:45:00+00:00,PT15M
0,0,2024-01-04T22:00:00+00:00,PT15M
0,0,2024-01-04T22:15:00+00:00,PT15M
0,0,2024-01-04T22:30:00+00:00,PT15M
0,0,2024-01-04T22:45:00+00:00,PT15M
0,0,2024-01-04T23:00:00+00:00,PT15M
0,0,2024-01-04T23:15:00+00:00,PT15M
0,0,2024-01-04T23:30:00+00:00,PT15M
0,0,2024-01-04T23:45:00+00:00,PT15M
0,0,2024-01-05T00:00:00+00:00,PT15M
0,0,2024-01-05T00:15:00+00:00,PT15M
0,0,2024-01-05T00:30:00+00:00,PT15M
0,0,2024-01-05T00:45:00+00:00,PT15M
0,0,2024-01-05T01:00:00+00:00,PT15M
0,0,2024-01-05T01:15:00+00:00,PT15M
0,0,2024-01-05T01:30:00+00:00,PT15M
0,0,2024-01-05T01:45:00+00:00,PT15M
0,0,2024-01-05T02:00:00+00:00,PT15M
0,0,2024-01-05T02:15:00+00:00,PT15M
0,0,2024-01-05T02:30:00+00:00,PT15M
0,0,2024-01-05T02:45:00+00:00,PT15M
0,0,2024-01-05T03:00:00+00:00,PT15M
0,0,2024-01-05T03:15:00+00:00,PT15M
0,0,2024-01-05T03:30:00+00:00,PT15M
0,0,2024-01-05T03:45:00+00:00,PT15M
0,0,2024-01-05T04:00:00+00:00,PT15M
0,0,2024-01-05T04:15:00+00:00,PT15M
0,0,2024-01-05T04:30:00+00:00,PT15M
0,0,2024-01-05T04:45:00+00:00,PT15M
0,0,2024-01-05T05:00:00+00:00,PT15M
0,0,2024-01-05T05:15:00+00:00,PT15M
0,0,2024-01-05T05:30:00+00:00,PT15M
0,0,2024-01-05T05:45:00+00:00,PT15M
0,0,2024-01-05T06:00:00+00:00,PT15M
0,0,2024-01-05T06:15:00+00:00,PT15M
0,0,2024-01-05T06:30:00+00:00,PT15M
0,0,2024-01-05T06:45:00+00:00,PT15M
0,6,2024-01-05T07:00:00+00:00,PT15M
0,18,2024-01-05T07:15:00+00:00,PT15M
0,21,2024-01-05T07:30:00+00:00,PT15M
0,30,2024-01-05T07:45:00+00:00,PT15M
0,61,2024-01-05T08:00:00+00:00,PT15M
0,91,2024-01-05T08:15:00+00:00,PT15M
0,124,2024-01-05T08:30:00+00:00,PT15M
98,168,2024-01-05T08:45:00+00:00,PT15M
104,188,2024-01-05T09:00:00+00:00,PT15M
97,204,2024-01-05T09:15:00+00:00,PT15M
303,257,2024-01-05T09:30:00+00:00,PT15M
67,221,2024-01-05T09:45:00+00:00,PT15M
98,240,2024-01-05T10:00:00+00:00,PT15M
470,328,2024-01-05T10:15:00+00:00,PT15M
421,330,2024-01-05T10:30:00+00:00,PT15M
61,252,2024-01-05T10:45:00+00:00,PT15M
217,300,2024-01-05T11:00:00+00:00,PT15M
74,266,2024-01-05T11:15:00+00:00,PT15M
14,253,2024-01-05T11:30:00+00:00,PT15M
9,239,2024-01-05T11:45:00+00:00,PT15M
0,190,2024-01-05T12:00:00+00:00,PT15M
2,214,2024-01-05T12:15:00+00:00,PT15M
0,190,2024-01-05T12:30:00+00:00,PT15M
0,148,2024-01-05T12:45:00+00:00,PT15M
0,117,2024-01-05T13:00:00+00:00,PT15M
0,143,2024-01-05T13:15:00+00:00,PT15M
0,103,2024-01-05T13:30:00+00:00,PT15M
0,71,2024-01-05T13:45:00+00:00,PT15M
0,85,2024-01-05T14:00:00+00:00,PT15M
0,79,2024-01-05T14:15:00+00:00,PT15M
0,58,2024-01-05T14:30:00+00:00,PT15M
0,39,2024-01-05T14:45:00+00:00,PT15M
0,36,2024-01-05T15:00:00+00:00,PT15M
0,25,2024-01-05T15:15:00+00:00,PT15M
0,14,2024-01-05T15:30:00+00:00,PT15M
0,2,2024-01-05T15:45:00+00:00,PT15M
0,0,2024-01-05T16:00:00+00:00,PT15M
0,0,2024-01-05T16:15:00+00:00,PT15M
0,0,2024-01-05T16:30:00+00:00,PT15M
0,0,2024-01-05T16:45:00+00:00,PT15M
0,0,2024-01-05T17:00:00+00:00,PT15M
0,0,2024-01-05T17:15:00+00:00,PT15M
0,0,2024-01-05T17:30:00+00:00,PT15M
0,0,2024-01-05T17:45:00+00:00,PT15M
0,0,2024-01-05T18:00:00+00:00,PT15M
0,0,2024-01-05T18:15:00+00:00,PT15M
0,0,2024-01-05T18:30:00+00:00,PT15M
0,0,2024-01-05T18:45:00+00:00,PT15M
0,0,2024-01-05T19:00:00+00:00,PT15M
0,0,2024-01-05T19:15:00+00:00,PT15M
0,0,2024-01-05T19:30:00+00:00,PT15M
0,0,2024-01-05T19:45:00+00:00,PT15M
0,0,2024-01-05T20:00:00+00:00,PT15M
0,0,2024-01-05T20:15:00+00:00,PT15M
0,0,2024-01-05T20:30:00+00:00,PT15M
0,0,2024-01-05T20:45:00+00:00,PT15M
0,0,2024-01-05T21:00:00+00:00,PT15M
0,0,2024-01-05T21:15:00+00:00,PT15M
0,0,2024-01-05T21:30:00+00:00,PT15M
0,0,2024-01-05T21:45:00+00:00,PT15M
0,0,2024-01-05T22:00:00+00:00,PT15M
0,0,2024-01-05T22:15:00+00:00,PT15M
0,0,2024-01-05T22:30:00+00:00,PT15M
0,0,2024-01-05T22:45:00+00:00,PT15M
0,0,2024-01-05T23:00:00+00:00,PT15M
0,0,2024-01-05T23:15:00+00:00,PT15M
0,0,2024-01-05T23:30:00+00:00,PT15M
0,0,2024-01-05T23:45:00+00:00,PT15M
0,0,2024-01-06T00:00:00+00:00,PT15M
0,0,2024-01-06T00:15:00+00:00,PT15M
0,0,2024-01-06T00:30:00+00:00,PT15M
0,0,2024-01-06T00:45:00+00:00,PT15M
0,0,2024-01-06T01:00:00+00:00,PT15M
0,0,2024-01-06T01:15:00+00:00,PT15M
0,0,2024-01-06T01:30:00+00:00,PT15M
0,0,2024-01-06T01:45:00+00:00,PT15M
0,0,2024-01-06T02:00:00+00:00,PT15M
0,0,2024-01-06T02:15:00+00:00,PT15M
0,0,2024-01-06T02:30:00+00:00,PT15M
0,0,2024-01-06T02:45:00+00:00,PT15M
0,0,2024-01-06T03:00:00+00:00,PT15M
0,0,2024-01-06T03:15:00+00:00,PT15M
0,0,2024-01-06T03:30:00+00:00,PT15M
0,0,2024-01-06T03:45:00+00:00,PT15M
0,0,2024-01-06T04:00:00+00:00,PT15M
0,0,2024-01-06T04:15:00+00:00,PT15M
0,0,2024-01-06T04:30:00+00:00,PT15M
0,0,2024-01-06T04:45:00+00:00,PT15M
0,0,2024-01-06T05:00:00+00:00,PT15M
0,0,2024-01-06T05:15:00+00:00,PT15M
0,0,2024-01-06T05:30:00+00:00,PT15M
0,0,2024-01-06T05:45:00+00:00,PT15M
0,0,2024-01-06T06:00:00+00:00,PT15M
0,0,2024-01-06T06:15:00+00:00,PT15M
0,0,2024-01-06T06:30:00+00:00,PT15M
0,0,2024-01-06T06:45:00+00:00,PT15M
0,3,2024-01-06T07:00:00+00:00,PT15M
0,5,2024-01-06T07:15:00+00:00,PT15M
0,11,2024-01-06T07:30:00+00:00,PT15M
0,22,2024-01-06T07:45:00+00:00,PT15M
0,24,2024-01-06T08:00:00+00:00,PT15M
0,31,2024-01-06T08:15:00+00:00,PT15M
0,40,2024-01-06T08:30:00+00:00,PT15M
0,37,2024-01-06T08:45:00+00:00,PT15M
0,35,2024-01-06T09:00:00+00:00,PT15M
0,25,2024-01-06T09:15:00+00:00,PT15M
0,28,2024-01-06T09:30:00+00:00,PT15M
0,17,2024-01-06T09:45:00+00:00,PT15M
0,74,2024-01-06T10:00:00+00:00,PT15M
0,120,2024-01-06T10:15:00+00:00,PT15M
0,156,2024-01-06T10:30:00+00:00,PT15M
0,48,2024-01-06T10:45:00+00:00,PT15M
0,64,2024-01-06T11:00:00+00:00,PT15M
0,143,2024-01-06T11:15:00+00:00,PT15M
22,249,2024-01-06T11:30:00+00:00,PT15M
202,302,2024-01-06T11:45:00+00:00,PT15M
698,391,2024-01-06T12:00:00+00:00,PT15M
708,384,2024-01-06T12:15:00+00:00,PT15M
587,352,2024-01-06T12:30:00+00:00,PT15M
233,274,2024-01-06T12:45:00+00:00,PT15M
645,331,2024-01-06T13:00:00+00:00,PT15M
504,291,2024-01-06T13:15:00+00:00,PT15M
602,284,2024-01-06T13:30:00+00:00,PT15M
348,227,2024-01-06T13:45:00+00:00,PT15M
20,157,2024-01-06T14:00:00+00:00,PT15M
0,125,2024-01-06T14:15:00+00:00,PT15M
0,83,2024-01-06T14:30:00+00:00,PT15M
0,46,2024-01-06T14:45:00+00:00,PT15M
0,34,2024-01-06T15:00:00+00:00,PT15M
0,32,2024-01-06T15:15:00+00:00,PT15M
0,14,2024-01-06T15:30:00+00:00,PT15M
0,2,2024-01-06T15:45:00+00:00,PT15M
0,0,2024-01-06T16:00:00+00:00,PT15M
0,0,2024-01-06T16:15:00+00:00,PT15M
0,0,2024-01-06T16:30:00+00:00,PT15M
0,0,2024-01-06T16:45:00+00:00,PT15M
0,0,2024-01-06T17:00:00+00:00,PT15M
0,0,2024-01-06T17:15:00+00:00,PT15M
0,0,2024-01-06T17:30:00+00:00,PT15M
0,0,2024-01-06T17:45:00+00:00,PT15M
0,0,2024-01-06T18:00:00+00:00,PT15M
0,0,2024-01-06T18:15:00+00:00,PT15M
0,0,2024-01-06T18:30:00+00:00,PT15M
0,0,2024-01-06T18:45:00+00:00,PT15M
0,0,2024-01-06T19:00:00+00:00,PT15M
0,0,2024-01-06T19:15:00+00:00,PT15M
0,0,2024-01-06T19:30:00+00:00,PT15M
0,0,2024-01-06T19:45:00+00:00,PT15M
0,0,2024-01-06T20:00:00+00:00,PT15M
0,0,2024-01-06T20:15:00+00:00,PT15M
0,0,2024-01-06T20:30:00+00:00,PT15M
0,0,2024-01-06T20:45:00+00:00,PT15M
0,0,2024-01-06T21:00:00+00:00,PT15M
0,0,2024-01-06T21:15:00+00:00,PT15M
0,0,2024-01-06T21:30:00+00:00,PT15M
0,0,2024-01-06T21:45:00+00:00,PT15M
0,0,2024-01-06T22:00:00+00:00,PT15M
0,0,2024-01-06T22:15:00+00:00,PT15M
0,0,2024-01-06T22:30:00+00:00,PT15M
0,0,2024-01-06T22:45:00+00:00,PT15M
0,0,2024-01-06T23:00:00+00:00,PT15M
0,0,2024-01-06T23:15:00+00:00,PT15M
0,0,2024-01-06T23:30:00+00:00,PT15M
0,0,2024-01-06T23:45:00+00:00,PT15M
0,0,2024-01-07T00:00:00+00:00,PT15M
0,0,2024-01-07T00:15:00+00:00,PT15M
0,0,2024-01-07T00:30:00+00:00,PT15M
0,0,2024-01-07T00:45:00+00:00,PT15M
0,0,2024-01-07T01:00:00+00:00,PT15M
0,0,2024-01-07T01:15:00+00:00,PT15M
0,0,2024-01-07T01:30:00+00:00,PT15M
0,0,2024-01-07T01:45:00+00:00,PT15M
0,0,2024-01-07T02:00:00+00:00,PT15M
0,0,2024-01-07T02:15:00+00:00,PT15M
0,0,2024-01-07T02:30:00+00:00,PT15M
0,0,2024-01-07T02:45:00+00:00,PT15M
0,0,2024-01-07T03:00:00+00:00,PT15M
0,0,2024-01-07T03:15:00+00:00,PT15M
0,0,2024-01-07T03:30:00+00:00,PT15M
0,0,2024-01-07T03:45:00+00:00,PT15M
0,0,2024-01-07T04:00:00+00:00,PT15M
0,0,2024-01-07T04:15:00+00:00,PT15M
0,0,2024-01-07T04:30:00+00:00,PT15M
0,0,2024-01-07T04:45:00+00:00,PT15M
0,0,2024-01-07T05:00:00+00:00,PT15M
0,0,2024-01-07T05:15:00+00:00,PT15M
0,0,2024-01-07T05:30:00+00:00,PT15M
0,0,2024-01-07T05:45:00+00:00,PT15M
0,0,2024-01-07T06:00:00+00:00,PT15M
0,0,2024-01-07T06:15:00+00:00,PT15M
0,0,2024-01-07T06:30:00+00:00,PT15M
0,0,2024-01-07T06:45:00+00:00,PT15M
0,3,2024-01-07T07:00:00+00:00,PT15M
0,10,2024-01-07T07:15:00+00:00,PT15M
0,3,2024-01-07T07:30:00+00:00,PT15M
0,5,2024-01-07T07:45:00+00:00,PT15M
0,14,2024-01-07T08:00:00+00:00,PT15M
0,25,2024-01-07T08:15:00+00:00,PT15M
0,40,2024-01-07T08:30:00+00:00,PT15M
0,54,2024-01-07T08:45:00+00:00,PT15M
0,66,2024-01-07T09:00:00+00:00,PT15M
0,82,2024-01-07T09:15:00+00:00,PT15M
0,100,2024-01-07T09:30:00+00:00,PT15M
0,115,2024-01-07T09:45:00+00:00,PT15M
0,120,2024-01-07T10:00:00+00:00,PT15M
0,115,2024-01-07T10:15:00+00:00,PT15M
0,124,2024-01-07T10:30:00+00:00,PT15M
0,135,2024-01-07T10:45:00+00:00,PT15M
0,151,2024-01-07T11:00:00+00:00,PT15M
0,159,2024-01-07T11:15:00+00:00,PT15M
0,161,2024-01-07T11:30:00+00:00,PT15M
0,162,2024-01-07T11:45:00+00:00,PT15M
0,170,2024-01-07T12:00:00+00:00,PT15M
0,161,2024-01-07T12:15:00+00:00,PT15M
0,146,2024-01-07T12:30:00+00:00,PT15M
0,132,2024-01-07T12:45:00+00:00,PT15M
0,133,2024-01-07T13:00:00+00:00,PT15M
0,165,2024-01-07T13:15:00+00:00,PT15M
135,211,2024-01-07T13:30:00+00:00,PT15M
150,196,2024-01-07T13:45:00+00:00,PT15M
0,127,2024-01-07T14:00:00+00:00,PT15M
0,91,2024-01-07T14:15:00+00:00,PT15M
0,65,2024-01-07T14:30:00+00:00,PT15M
0,72,2024-01-07T14:45:00+00:00,PT15M
0,42,2024-01-07T15:00:00+00:00,PT15M
0,13,2024-01-07T15:15:00+00:00,PT15M
0,17,2024-01-07T15:30:00+00:00,PT15M
0,2,2024-01-07T15:45:00+00:00,PT15M
0,0,2024-01-07T16:00:00+00:00,PT15M
0,0,2024-01-07T16:15:00+00:00,PT15M
0,0,2024-01-07T16:30:00+00:00,PT15M
0,0,2024-01-07T16:45:00+00:00,PT15M
0,0,2024-01-07T17:00:00+00:00,PT15M
0,0,2024-01-07T17:15:00+00:00,PT15M
0,0,2024-01-07T17:30:00+00:00,PT15M
0,0,2024-01-07T17:45:00+00:00,PT15M
0,0,2024-01-07T18:00:00+00:00,PT15M
0,0,2024-01-07T18:15:00+00:00,PT15M
0,0,2024-01-07T18:30:00+00:00,PT15M
0,0,2024-01-07T18:45:00+00:00,PT15M
0,0,2024-01-07T19:00:00+00:00,PT15M
0,0,2024-01-07T19:15:00+00:00,PT15M
0,0,2024-01-07T19:30:00+00:00,PT15M
0,0,2024-01-07T19:45:00+00:00,PT15M
0,0,2024-01-07T20:00:00+00:00,PT15M
0,0,2024-01-07T20:15:00+00:00,PT15M
0,0,2024-01-07T20:30:00+00:00,PT15M
0,0,2024-01-07T20:45:00+00:00,PT15M
0,0,2024-01-07T21:00:00+00:00,PT15M
0,0,2024-01-07T21:15:00+00:00,PT15M
0,0,2024-01-07T21:30:00+00:00,PT15M
0,0,2024-01-07T21:45:00+00:00,PT15M
0,0,2024-01-07T22:00:00+00:00,PT15M
0,0,2024-01-07T22:15:00+00:00,PT15M
0,0,2024-01-07T22:30:00+00:00,PT15M
0,0,2024-01-07T22:45:00+00:00,PT15M
0,0,2024-01-07T23:00:00+00:00,PT15M
0,0,2024-01-07T23:15:00+00:00,PT15M
0,0,2024-01-07T23:30:00+00:00,PT15M
0,0,2024-01-07T23:45:00+00:00,PT15M
0,0,2024-01-08T00:00:00+00:00,PT15M
0,0,2024-01-08T00:15:00+00:00,PT15M
0,0,2024-01-08T00:30:00+00:00,PT15M
0,0,2024-01-08T00:45:00+00:00,PT15M
0,0,2024-01-08T01:00:00+00:00,PT15M
0,0,2024-01-08T01:15:00+00:00,PT15M
0,0,2024-01-08T01:30:00+00:00,PT15M
0,0,2024-01-08T01:45:00+00:00,PT15M
0,0,2024-01-08T02:00:00+00:00,PT15M
0,0,2024-01-08T02:15:00+00:00,PT15M
0,0,2024-01-08T02:30:00+00:00,PT15M
0,0,2024-01-08T02:45:00+00:00,PT15M
0,0,2024-01-08T03:00:00+00:00,PT15M
0,0,2024-01-08T03:15:00+00:00,PT15M
0,0,2024-01-08T03:30:00+00:00,PT15M
0,0,2024-01-08T03:45:00+00:00,PT15M
0,0,2024-01-08T04:00:00+00:00,PT15M
0,0,2024-01-08T04:15:00+00:00,PT15M
0,0,2024-01-08T04:30:00+00:00,PT15M
0,0,2024-01-08T04:45:00+00:00,PT15M
0,0,2024-01-08T05:00:00+00:00,PT15M
0,0,2024-01-08T05:15:00+00:00,PT15M
0,0,2024-01-08T05:30:00+00:00,PT15M
0,0,2024-01-08T05:45:00+00:00,PT15M
0,0,2024-01-08T06:00:00+00:00,PT15M
0,0,2024-01-08T06:15:00+00:00,PT15M
0,0,2024-01-08T06:30:00+00:00,PT15M
0,0,2024-01-08T06:45:00+00:00,PT15M
0,5,2024-01-08T07:00:00+00:00,PT15M
0,15,2024-01-08T07:15:00+00:00,PT15M
0,21,2024-01-08T07:30:00+00:00,PT15M
0,43,2024-01-08T07:45:00+00:00,PT15M
0,63,2024-01-08T08:00:00+00:00,PT15M
0,60,2024-01-08T08:15:00+00:00,PT15M
0,68,2024-01-08T08:30:00+00:00,PT15M
0,70,2024-01-08T08:45:00+00:00,PT15M
0,88,2024-01-08T09:00:00+00:00,PT15M
0,109,2024-01-08T09:15:00+00:00,PT15M
0,149,2024-01-08T09:30:00+00:00,PT15M
0,163,2024-01-08T09:45:00+00:00,PT15M
0,199,2024-01-08T10:00:00+00:00,PT15M
7,232,2024-01-08T10:15:00+00:00,PT15M
215,298,2024-01-08T10:30:00+00:00,PT15M
681,394,2024-01-08T10:45:00+00:00,PT15M
749,412,2024-01-08T11:00:00+00:00,PT15M
566,384,2024-01-08T11:15:00+00:00,PT15M
396,352,2024-01-08T11:30:00+00:00,PT15M
585,385,2024-01-08T11:45:00+00:00,PT15M
485,361,2024-01-08T12:00:00+00:00,PT15M
197,292,2024-01-08T12:15:00+00:00,PT15M
0,215,2024-01-08T12:30:00+00:00,PT15M
0,222,2024-01-08T12:45:00+00:00,PT15M
17,218,2024-01-08T13:00:00+00:00,PT15M
8,205,2024-01-08T13:15:00+00:00,PT15M
0,156,2024-01-08T13:30:00+00:00,PT15M
0,128,2024-01-08T13:45:00+00:00,PT15M
4,137,2024-01-08T14:00:00+00:00,PT15M
247,172,2024-01-08T14:15:00+00:00,PT15M
273,152,2024-01-08T14:30:00+00:00,PT15M
41,97,2024-01-08T14:45:00+00:00,PT15M
0,66,2024-01-08T15:00:00+00:00,PT15M
12,50,2024-01-08T15:15:00+00:00,PT15M
42,30,2024-01-08T15:30:00+00:00,PT15M
0,5,2024-01-08T15:45:00+00:00,PT15M
0,0,2024-01-08T16:00:00+00:00,PT15M
0,0,2024-01-08T16:15:00+00:00,PT15M
0,0,2024-01-08T16:30:00+00:00,PT15M
0,0,2024-01-08T16:45:00+00:00,PT15M
0,0,2024-01-08T17:00:00+00:00,PT15M
0,0,2024-01-08T17:15:00+00:00,PT15M
0,0,2024-01-08T17:30:00+00:00,PT15M
0,0,2024-01-08T17:45:00+00:00,PT15M
0,0,2024-01-08T18:00:00+00:00,PT15M
0,0,2024-01-08T18:15:00+00:00,PT15M
0,0,2024-01-08T18:30:00+00:00,PT15M
0,0,2024-01-08T18:45:00+00:00,PT15M
0,0,2024-01-08T19:00:00+00:00,PT15M
0,0,2024-01-08T19:15:00+00:00,PT15M
0,0,2024-01-08T19:30:00+00:00,PT15M
0,0,2024-01-08T19:45:00+00:00,PT15M
0,0,2024-01-08T20:00:00+00:00,PT15M
0,0,2024-01-08T20:15:00+00:00,PT15M
0,0,2024-01-08T20:30:00+00:00,PT15M
0,0,2024-01-08T20:45:00+00:00,PT15M
0,0,2024-01-08T21:00:00+00:00,PT15M
0,0,2024-01-08T21:15:00+00:00,PT15M
0,0,2024-01-08T21:30:00+00:00,PT15M
0,0,2024-01-08T21:45:00+00:00,PT15M
0,0,2024-01-08T22:00:00+00:00,PT15M
0,0,2024-01-08T22:15:00+00:00,PT15M
0,0,2024-01-08T22:30:00+00:00,PT15M
0,0,2024-01-08T22:45:00+00:00,PT15M
0,0,2024-01-08T23:00:00+00:00,PT15M
0,0,2024-01-08T23:15:00+00:00,PT15M
0,0,2024-01-08T23:30:00+00:00,PT15M
0,0,2024-01-08T23:45:00+00:00,PT15M
0,0,2024-01-09T00:00:00+00:00,PT15M
0,0,2024-01-09T00:15:00+00:00,PT15M
0,0,2024-01-09T00:30:00+00:00,PT15M
0,0,2024-01-09T00:45:00+00:00,PT15M
0,0,2024-01-09T01:00:00+00:00,PT15M
0,0,2024-01-09T01:15:00+00:00,PT15M
0,0,2024-01-09T01:30:00+00:00,PT15M
0,0,2024-01-09T01:45:00+00:00,PT15M
0,0,2024-01-09T02:00:00+00:00,PT15M
0,0,2024-01-09T02:15:00+00:00,PT15M
0,0,2024-01-09T02:30:00+00:00,PT15M
0,0,2024-01-09T02:45:00+00:00,PT15M
0,0,2024-01-09T03:00:00+00:00,PT15M
0,0,2024-01-09T03:15:00+00:00,PT15M
0,0,2024-01-09T03:30:00+00:00,PT15M
0,0,2024-01-09T03:45:00+00:00,PT15M
0,0,2024-01-09T04:00:00+00:00,PT15M
0,0,2024-01-09T04:15:00+00:00,PT15M
0,0,2024-01-09T04:30:00+00:00,PT15M
0,0,2024-01-09T04:45:00+00:00,PT15M
0,0,2024-01-09T05:00:00+00:00,PT15M
0,0,2024-01-09T05:15:00+00:00,PT15M
0,0,2024-01-09T05:30:00+00:00,PT15M
0,0,2024-01-09T05:45:00+00:00,PT15M
0,0,2024-01-09T06:00:00+00:00,PT15M
0,0,2024-01-09T06:15:00+00:00,PT15M
0,0,2024-01-09T06:30:00+00:00,PT15M
0,0,2024-01-09T06:45:00+00:00,PT15M
0,8,2024-01-09T07:00:00+00:00,PT15M
0,24,2024-01-09T07:15:00+00:00,PT15M
123,58,2024-01-09T07:30:00+00:00,PT15M
0,60,2024-01-09T07:45:00+00:00,PT15M
0,79,2024-01-09T08:00:00+00:00,PT15M
0,93,2024-01-09T08:15:00+00:00,PT15M
0,90,2024-01-09T08:30:00+00:00,PT15M
0,97,2024-01-09T08:45:00+00:00,PT15M
0,105,2024-01-09T09:00:00+00:00,PT15M
0,111,2024-01-09T09:15:00+00:00,PT15M
0,106,2024-01-09T09:30:00+00:00,PT15M
0,111,2024-01-09T09:45:00+00:00,PT15M
0,124,2024-01-09T10:00:00+00:00,PT15M
